gene1	gene2
LCMT1	ASGR1
PRSS22	ASGR1
MAP2K4	ASGR1
ING1	CAMKK1
SKP1	CAMKK1
INHBB	CAMKK1
MBD4	CDC37
IL11	CDC37
ASCA_IgA	CDC37
EIF5A	EEF1B2
KPNB1	EEF1B2
PDXP	EEF1B2
UBE2N	EEF1B2
VTA1	EEF1B2
DCTN2	EEF1B2
NME2	EEF1B2
PFDN5	EEF1B2
NAPA	EEF1B2
TKT	EEF1B2
TPI1	EEF1B2
INHBB	EEF1B2
DHH	EEF1B2
FGF16	EEF1B2
FGF8-isoA	EEF1B2
IL29	EEF1B2
RPS27A	EEF1B2
CA1	EEF1B2
CRK	EEF1B2
CSNK2A1-2B	EEF1B2
KPNB1	EIF5A
LDHB	EIF5A
PDXP	EIF5A
UBE2N	EIF5A
AKR7A2	EIF5A
VTA1	EIF5A
NME2	EIF5A
NSFL1C	EIF5A
NAPA	EIF5A
TKT	EIF5A
DHH	EIF5A
FGF16	EIF5A
RPS27A	EIF5A
EPB41	EIF5A
CA1	EIF5A
CRK	EIF5A
ADSL	EIF5A
CSNK2A1-2B	EIF5A
STIP1	EIF5A
EIF4EBP2	HINT1
KIF23	HINT1
LDHB	KPNB1
PDXP	KPNB1
UBE2N	KPNB1
AKR7A2	KPNB1
NME2	KPNB1
PA2G4	KPNB1
NAPA	KPNB1
TPI1	KPNB1
DHH	KPNB1
FGF16	KPNB1
HNRNPAB	KPNB1
CA1	KPNB1
CRK	KPNB1
ADSL	KPNB1
CSNK2A1-2B	KPNB1
PPIE	KPNB1
STIP1	KPNB1
SKP1	ING1
PDXP	LMNB1
FST	LMNB1
FLRT1	LMNB1
NOTCH3	LDHB
XCL1	MBD4
PON1	MBD4
IL11	MBD4
PDGFB	MED1
IL28A	MED1
PPBP-pep3	MED1
GRAP2	MED1
AMICA1	MSLN
AKR1A1	NAGK
PKM2	NAGK
GPI	NAGK
NAPA	NAGK
SFTPD	NAGK
CAPG	NAGK
NAMPT	NAGK
IMPDH1	NAGK
TG	PGAM1
EPB41	PGAM1
PSMD7	PDXP
UBE2N	PDXP
NME2	PDXP
NAPA	PDXP
TKT	PDXP
TPI1	PDXP
INHBB	PDXP
DHH	PDXP
FGF16	PDXP
FGF8-isoA	PDXP
IL29	PDXP
RPS27A	PDXP
FGF7	PDXP
IL3RA	PDXP
FLRT1	PDXP
EPB41	PDXP
HBA1	PDXP
CA1	PDXP
CRK	PDXP
PRDX6	PDXP
ADSL	PDXP
CSNK2A1-2B	PDXP
PPIE	PDXP
INHBB	PSMD7
FGF16	PSMD7
IL29	PSMD7
CA1	PSMD7
VTA1	SNX4
EPS15L1	SNX4
FER	SNX4
EIF4G2	SNX4
NME2	SNX4
NSFL1C	SNX4
PTPN6	SNX4
PDPK1	SNX4
MSN	SNX4
SHC1	SNX4
SRC	SNX4
AKR1A1	UBE2N
VTA1	UBE2N
NME2	UBE2N
NSFL1C	UBE2N
PFDN5	UBE2N
NAPA	UBE2N
TKT	UBE2N
TPI1	UBE2N
DHH	UBE2N
FGF16	UBE2N
RPS27A	UBE2N
GSTP1	UBE2N
CA1	UBE2N
CRK	UBE2N
CSNK2A1-2B	UBE2N
PPIE	UBE2N
SHC1	UBE2N
STIP1	UBE2N
UCHL1	DDR1
IL25	FGF4
NTF4	FGF4
MDM2	FGF4
IL11	FGF4
PFDN5	HSPA1A
GPI	HSPA1A
RBM39	HSPA1A
TKT	HSPA1A
TPI1	HSPA1A
PTPN6	HSPA1A
GSTP1	HSPA1A
CAPG	HSPA1A
IMPDH1	HSPA1A
CASP10	HSPA1A
HNRNPA2B1	HSPA1A
DSC3	AGER
SFTPD	BPI
LIFR	BPI
ANXA1	BPI
ICOSLG	BPI
IMPDH1	BPI
TNFSF14	BPI
LCORL	CCL24
RSPO2	CCL24
CFH	CFB
SAA1	CFB
CRP	CFB
NME1	FGF6
PES1	FGF6
INHBB	FGF6
GPR114	FGF6
CBX5	FST
FLRT1	FST
KYNU	FST
DNAJC19	GZMB
SPOCK2	GZMB
SIGLEC1	HBEGF
CRTAM	HBEGF
LRRTM1	IL17D
NTF4	IL25
FCRL3	IL25
RPSA	IL25
MDM2	IL20
LCORL	IL20
PDGFB	IL7
PDGFA	IL7
LCORL	XCL1
MDM2	CCL13
NME1	CCL13
PES1	CCL13
IL28A	CCL13
CHST6	CCL13
GREM1	CCL13
COL23A1	CCL13
PON1	NTF3
DPT	NTF3
CD300C	NTF3
ROBO3	NTF3
SLAMF6	NTF3
SET	NTF3
TGFB2	NTF4
LCORL	NTF4
FCRL3	NTF4
INS	NTF4
RPSA	NTF4
PDGFA	PDGFB
PPBP-pep3	PDGFB
SCARB2	Plasmin
KNG1	KLKB1
EPS15L1	SELP
FER	SELP
CLEC1B	SELP
GP1BA	SELP
CD226	SELP
SCARF1	SELP
SHC1	SELP
SLPI	Thrombin
Prothrombin	Thrombin
CRP	CFH
NCAM1	MMP2
CDON	MMP2
NTRK2	MMP2
NOTCH1	MMP2
ROBO2	MMP2
RBM39	H2AFZ
ANXA1	H2AFZ
KIRREL3	TG
VTA1	14-3-3
EPS15L1	14-3-3
FER	14-3-3
EIF4G2	14-3-3
NME2	14-3-3
GPI	14-3-3
TPI1	14-3-3
PTPN6	14-3-3
PDPK1	14-3-3
MAPK14	14-3-3
ICOSLG	14-3-3
PPIF	14-3-3
SHC1	14-3-3
PRKCB	14-3-3
SRC	14-3-3
FGF12	EIF4EBP2
PDGFA	EIF4EBP2
PPBP-pep3	EIF4EBP2
WNT7A	EIF4EBP2
POMC-cort	EIF4EBP2
PDE7A	EIF4EBP2
PSME3	EIF4EBP2
PKM2	PGD
PA2G4	PGD
RAN	PGD
HNRNPAB	PGD
RPSA	PGD
AK1	PGD
AKR1A1	AKR7A2
PEBP1	AKR7A2
RAN	AKR7A2
NAPA	AKR7A2
SPHK1	AKR7A2
CLIC1	AKR7A2
PRDX6	AKR7A2
PRKCB	AKR7A2
STIP1	AKR7A2
NME2	AKR1A1
TKT	AKR1A1
TPI1	AKR1A1
RPS27A	AKR1A1
CSNK2A1-2B	AKR1A1
RPSA	ANP32B
SYNCRIP	CFL1
SLPI	CFL1
CLIC1	CFL1
NOTCH1	CFL1
ROBO2	CFL1
IMPDH2	CFL1
EPS15L1	VTA1
FER	VTA1
EIF4G2	VTA1
NME2	VTA1
NSFL1C	VTA1
NUDCD3	VTA1
NAPA	VTA1
TKT	VTA1
TPI1	VTA1
PDPK1	VTA1
RPS27A	VTA1
GSTP1	VTA1
CRK	VTA1
MAPK14	VTA1
ICOSLG	VTA1
SHC1	VTA1
STIP1	VTA1
FGF8-isoA	DCTN2
FER	EPS15L1
EIF4G2	EPS15L1
NSFL1C	EPS15L1
NUDCD3	EPS15L1
CLEC1B	EPS15L1
PDPK1	EPS15L1
CCL7	EPS15L1
GP1BA	EPS15L1
NCK1	EPS15L1
ICOSLG	EPS15L1
CD226	EPS15L1
SCARF1	EPS15L1
PPIF	EPS15L1
SHC1	EPS15L1
ELANE	EPS15L1
TNFSF14	EPS15L1
EIF4G2	FER
NSFL1C	FER
NUDCD3	FER
CLEC1B	FER
PDPK1	FER
GP1BA	FER
MSN	FER
NCK1	FER
ICOSLG	FER
CD226	FER
SCARF1	FER
PPIF	FER
SHC1	FER
CPNE1	FER
TNFSF14	FER
BCL2L1	SYNCRIP
TPM2	SYNCRIP
PLCG1	SYNCRIP
CLIC1	SYNCRIP
NMT1	SYNCRIP
KIF23	HSPA8
MAPK9	HSPA8
NSFL1C	EIF4G2
NUDCD3	EIF4G2
TPI1	EIF4G2
PTPN6	EIF4G2
CLEC1B	EIF4G2
PDPK1	EIF4G2
GSTP1	EIF4G2
CRK	EIF4G2
MAPK14	EIF4G2
MSN	EIF4G2
ICOSLG	EIF4G2
CD226	EIF4G2
PPIF	EIF4G2
SHC1	EIF4G2
SLITRK5	IGF1R
EPHA2	IGF1R
NTRK2	IGF1R
ENG	IGF1R
CDNF	IGF1R
NRCAM	IGF1R
SEMA6A	IGF1R
ANXA6	IGF1R
PSMA2	LCMT1
PLA2G1B	LCMT1
C1QBP	LCMT1
CKAP2	LCMT1
TK1	LIN7B
KIRREL3	LIN7B
RAN	PKM2
NAPA	PKM2
HNRNPAB	PKM2
AK1	PKM2
PRKCB	PKM2
SRC	PKM2
IL28A	MDM2
COL23A1	MDM2
OLFM4	MDM2
BIRC7	L1CAM
SERPINA6	L1CAM
GPNMB	L1CAM
NSFL1C	NME2
NAPA	NME2
TKT	NME2
TPI1	NME2
FGF16	NME2
RPS27A	NME2
CRK	NME2
PSME1	NME2
CSNK2A1-2B	NME2
PPIE	NME2
STIP1	NME2
NUDCD3	NSFL1C
TKT	NSFL1C
TPI1	NSFL1C
PDPK1	NSFL1C
RPS27A	NSFL1C
CRK	NSFL1C
CSNK2A1-2B	NSFL1C
SHC1	NSFL1C
CPNE1	NSFL1C
PES1	NME1
AMN	NME1
GREM1	NME1
BMPR1A	NME1
CLEC1B	NUDCD3
PDPK1	NUDCD3
CRK	NUDCD3
NCK1	NUDCD3
SHC1	NUDCD3
RAN	PA2G4
NAPA	PA2G4
HNRNPAB	PA2G4
AK1	PA2G4
PRDX6	PA2G4
STIP1	PA2G4
LCORL	PON1
IL23A	PON1
GREM1	PES1
IL11	PES1
TKT	PFDN5
TPI1	PFDN5
RPS27A	PFDN5
CRK	PFDN5
CSNK2A1-2B	PFDN5
RBM39	GPI
TKT	GPI
TPI1	GPI
PTPN6	GPI
SFTPD	GPI
GSTP1	GPI
ANXA1	GPI
CAPG	GPI
MAPK14	GPI
ICOSLG	GPI
IMPDH1	GPI
HNRNPA2B1	GPI
RAN	PEBP1
NAPA	PEBP1
SPHK1	PEBP1
AK1	PEBP1
PRDX6	PEBP1
PRKCB	PEBP1
STIP1	PEBP1
C1QBP	PSMA2
UCHL1	PSMA2
CASP10	PSMA2
CKAP2	PSMA2
NAPA	RAN
AK1	RAN
PRDX6	RAN
STIP1	RAN
PTPN6	RBM39
SFTPD	RBM39
HDGFRP2	RBM39
GSTP1	RBM39
ANXA1	RBM39
CAPG	RBM39
MAPK13	RBM39
MAPK14	RBM39
MSN	RBM39
IMPDH1	RBM39
HNRNPA2B1	RBM39
SPHK1	NAPA
TKT	NAPA
HNRNPAB	NAPA
EPB41	NAPA
AK1	NAPA
PRDX6	NAPA
CSNK2A1-2B	NAPA
STIP1	NAPA
CLIC1	SPHK1
PPIF	SPHK1
PRKCB	SPHK1
CHST15	SPON1
F5	SPON1
IL34	TK1
SIRT2	LCORL
TGFBR2	LCORL
TPI1	TKT
FGF16	TKT
RPS27A	TKT
GSTP1	TKT
CA1	TKT
CRK	TKT
CSNK2A1-2B	TKT
PPIE	TKT
HNRNPA2B1	TKT
FGF16	TPI1
RPS27A	TPI1
GSTP1	TPI1
CA1	TPI1
CRK	TPI1
CSNK2A1-2B	TPI1
PPIE	TPI1
HNRNPA2B1	TPI1
STIP1	TPI1
PDPK1	PTPN6
GSTP1	PTPN6
ANXA1	PTPN6
CAPG	PTPN6
MAPK14	PTPN6
MSN	PTPN6
ICOSLG	PTPN6
IMPDH1	PTPN6
HNRNPA2B1	PTPN6
SRC	PTPN6
CST1	CST2
OMD	BOC
TNFRSF14	KLK3
PDPK1	CLEC1B
GP1BA	CLEC1B
NCK1	CLEC1B
CD226	CLEC1B
SCARF1	CLEC1B
SHC1	CLEC1B
TNFSF14	CLEC1B
DYRK3	DAPK2
ADCYAP1-27	DAPK2
HSD17B1	DAPK2
PPIB	DAPK2
PDIA3	DAPK2
SMPDL3A	DAPK2
CMPK1	DAPK2
SFN	DAPK2
PDE2A	DAPK2
STK17B	DAPK2
PDE11A	DAPK2
PDE3A	DAPK2
MAP3K7	DAPK2
ABL2	DAPK2
BCAR3	DAPK2
CALR	DAPK2
CDH15	DAPK2
TNFRSF11A	DAPK2
ZAP70	DYRK3
ADCYAP1-27	DYRK3
HSD17B1	DYRK3
APOD	DYRK3
PPIB	DYRK3
PDIA3	DYRK3
SMPDL3A	DYRK3
CMPK1	DYRK3
SFN	DYRK3
RB1	DYRK3
PDE2A	DYRK3
STK17B	DYRK3
PDE11A	DYRK3
PDE3A	DYRK3
MAP3K7	DYRK3
ABL2	DYRK3
BCAR3	DYRK3
CALR	DYRK3
CDH15	DYRK3
TNFRSF11A	DYRK3
DHH	INHBB
FGF16	INHBB
FGF8-isoA	INHBB
IL29	INHBB
FLRT1	INHBB
EPB41	INHBB
CA1	INHBB
CSNK2A1-2B	INHBB
FGF16	DHH
IL29	DHH
FGF7	DHH
IL3RA	DHH
EPB41	DHH
HBA1	DHH
CA1	DHH
ADSL	DHH
CSNK2A1-2B	DHH
PPIE	DHH
KRT18	FGF12
FGF8-isoA	FGF16
IL29	FGF16
RPS27A	FGF16
FGF7	FGF16
IL3RA	FGF16
EPB41	FGF16
HBA1	FGF16
CA1	FGF16
ADSL	FGF16
CSNK2A1-2B	FGF16
PPIE	FGF16
IL29	FGF8-isoA
OLFM4	FGF8-isoA
HIV	FGF8-isoA
CA1	FGF8-isoA
FGF7	IL29
IL3RA	IL29
FLRT1	IL29
EPB41	IL29
HBA1	IL29
CA1	IL29
ADSL	IL29
CSNK2A1-2B	IL29
PPIE	IL29
GREM1	IL28A
IL11	IL28A
ITIH4	MST1
LAG3	MST1
CLU	SLPI
NOTCH1	SLPI
HDGFRP2	SFTPD
ANXA1	SFTPD
CAPG	SFTPD
MAPK14	SFTPD
ICOSLG	SFTPD
IMPDH1	SFTPD
HNRNPA2B1	SFTPD
CRK	BCL2L1
ESD	BCL2L1
CHST6	CHST2
AMICA1	CHST2
RASA1	ENTPD3
SIGLEC1	ENTPD3
CBX5	ENTPD3
ANXA6	ENTPD3
SPHK2	FCRL3
RPSA	FCRL3
CCL11	FCRL3
NLGN4X	FCRL3
IL11	GREM1
C1QBP	HNRNPAB
SCGB2A1	HNRNPAB
AK1	HNRNPAB
SLAMF7	LRRTM3
Prothrombin	MFGE8
ANXA6	MFGE8
C4	PCSK7
JAK2	PCSK7
MAPK9	PCSK7
MAPK14	PDPK1
MSN	PDPK1
ICOSLG	PDPK1
SCARF1	PDPK1
PPIF	PDPK1
SHC1	PDPK1
TNFSF14	PDPK1
PRKCB	PDPK1
SRC	PDPK1
COL23A1	RASA1
SORCS2	RASA1
LTA	RASA1
GPC3	RASA1
MAPK12	RASA1
IL22RA2	RASA1
CRTAM	SIGLEC1
SFN	SPARCL1
GOT1	SPARCL1
DBNL	SPARCL1
TYK2	SPARCL1
TPM2	SPHK2
AGR2	SPHK2
EIF4A3	TGM3
ZAP70	TPM2
APOD	TPM2
CMPK1	TPM2
AGR2	TPM2
RB1	TPM2
PDE2A	TPM2
CDH15	TPM2
CA1	RPS27A
CRK	RPS27A
CSNK2A1-2B	RPS27A
SHC1	RPS27A
CLU	ZAP70
ADCYAP1-27	ZAP70
HSD17B1	ZAP70
APOD	ZAP70
PDIA3	ZAP70
SMPDL3A	ZAP70
CMPK1	ZAP70
PRLR	ZAP70
PDE2A	ZAP70
STK17B	ZAP70
MAP3K7	ZAP70
CDH15	ZAP70
C4	SERPING1
LAG3	SERPING1
SEMA6A	C3B
ANXA6	C3B
ITIH4	C4
C3A	C4
COTL1	C4
GOT1	C4
LAG3	C4
SIRT2	C5B-C6
CASP10	C5B-C6
IL3RA	FGF7
F9	FGF7
F9ab	FGF7
HBA1	IL3RA
PDK1	IL5RA
ADAMTS15	IL11
DNAJC19	IL11
TFF3	KNG1
NTRK2	NCAM1
ROBO2	NCAM1
PPBP-pep3	PDGFA
IL1A	ADAMTS15
FAM107B	PRSS22
MAPK9	PRSS22
GSN	CDON
NTRK2	CDON
CD55	CDON
GPNMB	CDON
ROBO2	CDON
OMD	CDON
KYNU	FLRT1
ADSL	FLRT1
TNFRSF14	FUT5
MAPK13	HDGFRP2
HNRNPA2B1	HDGFRP2
ANXA6	KIRREL3
PLCG1	KYNU
SERPINA6	BIRC7
ITIH4	NXPH1
COTL1	NXPH1
DBNL	NXPH1
GPC5	NXPH1
LAG3	NXPH1
ADCYAP1-38	PLCG1
NMT1	PLCG1
HSD17B1	SH2D1A
CMPK1	SH2D1A
PDE2A	SH2D1A
STK17B	SH2D1A
BCAR3	SH2D1A
SLC25A18	SH2D1A
CDH15	SH2D1A
EPHA2	SLITRK5
NRCAM	SLITRK5
ROBO2	SLITRK5
SEMA6A	SLITRK5
UNC5D	SLITRK5
INS	PPY
HSD17B1	ADCYAP1-27
PPIB	ADCYAP1-27
PDIA3	ADCYAP1-27
SMPDL3A	ADCYAP1-27
CMPK1	ADCYAP1-27
SFN	ADCYAP1-27
STK17B	ADCYAP1-27
PDE11A	ADCYAP1-27
PDE3A	ADCYAP1-27
MAP3K7	ADCYAP1-27
ABL2	ADCYAP1-27
BCAR3	ADCYAP1-27
CALR	ADCYAP1-27
CDH15	ADCYAP1-27
TNFRSF11A	ADCYAP1-27
IL3	ADCYAP1-38
TNFRSF10A	ADCYAP1-38
AGR2	ADCYAP1-38
RB1	ADCYAP1-38
SLC25A18	ADCYAP1-38
CCL7	IL6
BIRC3	HIBADH
FABP5	CSF2
HBA1	EPB41
CA1	EPB41
PRDX6	EPB41
STIP1	EPB41
APOD	HSD17B1
PPIB	HSD17B1
PDIA3	HSD17B1
SMPDL3A	HSD17B1
CMPK1	HSD17B1
SFN	HSD17B1
PDE2A	HSD17B1
STK17B	HSD17B1
PDE11A	HSD17B1
PDE3A	HSD17B1
MAP3K7	HSD17B1
ABL2	HSD17B1
BCAR3	HSD17B1
CALR	HSD17B1
CDH15	HSD17B1
TNFRSF11A	HSD17B1
CMPK1	APOD
AMH	APOD
IL1RAPL2	APOD
PRLR	APOD
PDE2A	APOD
STK17B	APOD
PDE11A	APOD
MAP3K7	APOD
CDH15	APOD
TNFRSF10A	IL3
RB1	IL3
CALR	IL3
SMPDL3A	PPIB
CMPK1	PPIB
SFN	PPIB
HMGCR	PPIB
PDE2A	PPIB
STK17B	PPIB
PDE11A	PPIB
PDE3A	PPIB
MAP3K7	PPIB
ABL2	PPIB
BCAR3	PPIB
CALR	PPIB
CDH15	PPIB
TNFRSF11A	PPIB
SMPDL3A	PDIA3
CMPK1	PDIA3
SFN	PDIA3
MAP3K7	PDIA3
BCAR3	PDIA3
CALR	PDIA3
SHBG	TFF3
HIV	OLFM4
NCR1	OLFM4
CMPK1	SMPDL3A
SFN	SMPDL3A
HMGCR	SMPDL3A
PDE2A	SMPDL3A
STK17B	SMPDL3A
PDE3A	SMPDL3A
MAP3K7	SMPDL3A
ABL2	SMPDL3A
BCAR3	SMPDL3A
CALR	SMPDL3A
CDH15	SMPDL3A
TNFRSF11A	SMPDL3A
C3A	FAM107B
NTRK2	GSN
CD274	SERPINA6
SLC25A18	SERPINA6
CST1	SERPINA6
SFN	CMPK1
RB1	CMPK1
PDE2A	CMPK1
STK17B	CMPK1
PDE11A	CMPK1
MAP3K7	CMPK1
ABL2	CMPK1
BCAR3	CMPK1
CALR	CMPK1
CDH15	CMPK1
TNFRSF11A	CMPK1
COTL1	HIV
GCG	ITIH4
COTL1	ITIH4
GOT1	ITIH4
DBNL	ITIH4
JAK2	ITIH4
LAG3	ITIH4
CD27	ITIH4
STK17B	SFN
PDE11A	SFN
PDE3A	SFN
MAP3K7	SFN
ABL2	SFN
BCAR3	SFN
CALR	SFN
CDH15	SFN
TNFRSF11A	SFN
PDE11A	TNFRSF10A
SLC25A18	TNFRSF10A
ENG	EPHA2
CDNF	EPHA2
EPHB6	EPHA2
RELT	EPHA2
SEMA6A	EPHA2
HAVCR2	EPHA2
UNC5C	EPHA2
UNC5D	EPHA2
CD86	EPHA2
TNFRSF21	EPHA2
TPM1	CSF3
NCR1	CSF3
SEMA6A	GPC3
NRCAM	BMPR1A
CD200	BMPR1A
UNC5D	BMPR1A
NOTCH1	NTRK2
ROBO2	NTRK2
ERP29	F9
F9ab	F9
POMC-cort	WNT7A
ARPP19	WNT7A
CA2	WNT7A
TNFRSF6B	WNT7A
PPID	WNT7A
MMP16	WNT7A
ARPP19	POMC-cort
CA2	POMC-cort
BIRC3	POMC-cort
RPS3	POMC-cort
KIR3DS1	POMC-cort
KLRF1	POMC-cort
PRKAA1	POMC-cort
PPID	POMC-cort
PSME3	POMC-cort
ARPP19	GCG
JAK2	GCG
PPID	GCG
PDK1	PPP3CA
ASCA_IgA	PPP3CA
OmpC	PPP3CA
PSME3	CASP2
RPSA	COTL1
C1QBP	COTL1
JAK2	COTL1
FGG	D-dimer
NRCAM	ENG
CD200	ENG
SEMA6A	ENG
CD86	ENG
TNFRSF6B	LGALS8
AMICA1	LGALS8
PDE9A	LGALS8
PDK1	LGALS8
CKAP2	PLA2G1B
ANXA1	GSTP1
CAPG	GSTP1
MAPK14	GSTP1
ICOSLG	GSTP1
SHC1	GSTP1
HNRNPA2B1	GSTP1
C1QBP	GOT1
DBNL	GOT1
GPC5	GOT1
UCHL1	GOT1
LAG3	GOT1
PDE4D	GOT1
CASP10	GOT1
CA1	HBA1
ADSL	HBA1
SCARB2	HBA1
IMPDH1	LIFR
ELANE	LIFR
S100A9	LIFR
TNFSF14	LIFR
FCAR	CCL19
ESD	AMH
JAK2	AMH
IL1RAPL2	AMH
IL17RB	AMH
PRLR	AMH
TNFRSF13C	AMH
SNRPF	AMH
MAPK11	F3
MICB	F3
C1QBP	RPSA
PGK1	RPSA
PDE4D	RPSA
CASP10	RPSA
NLGN4X	RPSA
RB1	AGR2
STK17B	AGR2
ABL2	AGR2
CAPG	ANXA1
ICOSLG	ANXA1
IMPDH1	ANXA1
HNRNPA2B1	ANXA1
SEMA6A	CDNF
BIRC3	ARPP19
RPS3	ARPP19
PPID	ARPP19
CD200	ATP5B
HPGD	C1QBP
SCGB2A1	C1QBP
PGK1	C1QBP
PDE4D	C1QBP
CASP10	C1QBP
MAPK14	CAPG
MSN	CAPG
ICOSLG	CAPG
IMPDH1	CAPG
S100A9	CAPG
HNRNPA2B1	CAPG
PRDX6	CA1
ADSL	CA1
CSNK2A1-2B	CA1
PPIE	CA1
HNRNPK	CA2
RPS3	CA2
TNFRSF6B	CA2
AMICA1	CA2
KLRF1	CA2
KRAS	CA2
PSME3	CA2
TNFRSF21	CTSZ
SSRP1	BIRC3
KIR3DS1	BIRC3
CSNK2A1-2B	CRK
GPC5	DBNL
JAK2	DBNL
ROBO2	DPT
IL20RA	DSC3
ICAM5	DSC3
PDE7A	DSC3
KRT18	DSC3
ASCA_lgG	DSC3
TNFRSF14	PI3
NAMPT	ERP29
F9ab	ERP29
TNFRSF13C	ESD
CD200	PTK2
CLIC1	FCAR
IL7R	FCAR
JAK2	FGFR4
CD226	GP1BA
SCARF1	GP1BA
SHC1	GP1BA
TNFSF14	GP1BA
LAG3	GPC5
ROBO3	GPC5
SLAMF6	GPC5
EIF4A3	HNRNPK
RPS3	HNRNPK
AMICA1	HNRNPK
KLRF1	HNRNPK
SCGB2A1	HPGD
UCHL1	HPGD
PGK1	HPGD
PDE4D	HPGD
CKAP2	HPGD
SPOCK1	HPGD
MAP2K4	HRG
CD27	HRG
RPS3	EIF4A3
IL17RB	JAK2
LAG3	JAK2
SNRPF	JAK2
PGK1	SCGB2A1
PDE4D	SCGB2A1
CASP10	SCGB2A1
SPOCK1	SCGB2A1
SSRP1	MAPK13
MSN	MAPK14
NAMPT	MAPK14
ICOSLG	MAPK14
IMPDH1	MAPK14
HNRNPA2B1	MAPK14
SHC1	MSN
TNFRSF14	NAMPT
PRDX6	AK1
STIP1	AK1
PRKCB	CLIC1
SHC1	NCK1
SCARF2	PARK7
ADSL	PRDX6
STIP1	PRDX6
TYMS	UCHL1
CASP10	UCHL1
CKAP2	UCHL1
CASP10	PGK1
SPOCK1	PGK1
SET	PPA1
CSNK2A1-2B	ADSL
TPM1	RB1
PDE2A	RB1
STK17B	RB1
ABL2	RB1
BCAR3	RB1
TNFRSF6B	RPS3
KLRF1	RPS3
PPID	RPS3
TNFRSF14	RPS3
OMD	FAP
CKAP2	SIRT2
TNFRSF6B	SPTAN1
CD200	TNFAIP6
KIR3DL2	CD274
CST1	CD274
IMPDH1	ICOSLG
SHC1	ICOSLG
HNRNPA2B1	ICOSLG
SCARF1	CD226
SHC1	CD226
SLAMF6	CD300C
EPHB6	CD55
GPNMB	CD55
NOTCH1	CD55
UNC5C	CD55
TNFRSF21	CD55
KLRF1	TNFRSF6B
KRAS	TNFRSF6B
TNFRSF25	DSG2
RTN4	DSG2
RTN4	TNFRSF25
EPHB6	EPHB2
ALCAM	EPHB2
NOTCH1	EPHB6
NRXN3	EPHB6
UNC5C	EPHB6
UNC5D	EPHB6
DLL1	EPHB6
TNFRSF21	EPHB6
ALCAM	EPHB6
ROBO2	GPNMB
IL17RB	IL1RAPL2
PRLR	IL1RAPL2
MAP3K7	IL1RAPL2
TNFRSF13C	IL1RAPL2
SNRPF	IL1RAPL2
SNRPF	IL17RB
NRCAM	IL22RA2
TNFRSF14	IL7R
NLGN4X	IL7R
NRXN1	LILRB1
ALCAM	JAG1
AMICA1	JAG2
KLRF1	JAG2
KLRF1	AMICA1
NOTCH2	AMICA1
PRKAA1	AMICA1
CPE	AMICA1
PRKAA1	KIR3DS1
MAPK9	LAG3
KRAS	SCARB2
SET	SCARB2
CD86	CD200R1
ROBO2	NOTCH1
TNFRSF21	NOTCH1
ALCAM	NOTCH1
CD200	NRCAM
SEMA6A	NRCAM
UNC5D	NRCAM
CD86	NRCAM
UNC5D	NRXN1
UNC5C	NRXN3
TNFRSF21	NRXN3
UNC5D	CD200
SLAMF7	CD200
PDE3A	PRLR
MAP3K7	PRLR
TNFRSF13C	PRLR
OMD	ROBO2
TNFRSF21	ROBO2
ALCAM	ROBO2
SLAMF6	ROBO3
UNC5D	SEMA6A
ANXA6	SEMA6A
SHC1	SCARF1
TNFSF14	SCARF1
DLL1	UNC5C
TNFRSF21	UNC5C
PSME3	PRKAA1
CSNK2A2-2B	CSNK2A1-2B
PPIE	CSNK2A1-2B
STIP1	CSNK2A1-2B
PPIE	KIF23
S100A9	IMPDH1
HNRNPA2B1	IMPDH1
SET	MAP2K4
CD27	MAP2K4
STK17B	PDE2A
MAP3K7	PDE2A
ABL2	PDE2A
BCAR3	PDE2A
CALR	PDE2A
CDH15	PDE2A
TNFRSF11A	PDE2A
SHC1	PPIF
PRKCB	PPIF
PDE11A	STK17B
MAP3K7	STK17B
ABL2	STK17B
BCAR3	STK17B
CALR	STK17B
CDH15	STK17B
TNFRSF11A	STK17B
PDE3A	PDE11A
MAP3K7	PDE11A
ABL2	PDE11A
BCAR3	PDE11A
CALR	PDE11A
CDH15	PDE11A
TNFRSF11A	PDE11A
MAP3K7	PDE3A
ABL2	PDE3A
BCAR3	PDE3A
CALR	PDE3A
TNFRSF11A	PDE3A
ELANE	PDE5A
ABL2	MAP3K7
BCAR3	MAP3K7
CALR	MAP3K7
CDH15	MAP3K7
TNFRSF11A	MAP3K7
BCAR3	ABL2
CALR	ABL2
TNFRSF13C	ABL2
CDH15	ABL2
TNFRSF11A	ABL2
CALR	BCAR3
TNFRSF13C	BCAR3
CDH15	BCAR3
TNFRSF11A	BCAR3
CDH15	CALR
TNFRSF11A	CALR
CPNE1	SHC1
TNFSF14	SHC1
TNFSF14	ELANE
SPOCK1	CASP10
PRKCG	CCNB1
CDH15	TNFRSF13C
ALCAM	TNFRSF21
TNFRSF11A	CDH15
SRC	PRKCB
ASCA_lgG	ASCA_IgA
OmpC	ASCA_IgA
CBir1	ASCA_lgG
Fla2	CBir1
FlaX	CBir1
FlaX	Fla2
